Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NTotal,NSubInterval,LossExpHazard1,LossExpHazard2,Power,Error,Info,hazard_rate
TwoSampleSurvival,742,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.947,,,5
TwoSampleSurvival,743,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.937,,,5
TwoSampleSurvival,744,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,745,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.914,,,5
TwoSampleSurvival,746,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.900,,,5
TwoSampleSurvival,747,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.885,,,5
TwoSampleSurvival,748,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.869,,,5
TwoSampleSurvival,749,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.979,,,5
TwoSampleSurvival,750,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.975,,,5
TwoSampleSurvival,751,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,752,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.963,,,5
TwoSampleSurvival,753,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.955,,,5
TwoSampleSurvival,754,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.947,,,5
TwoSampleSurvival,755,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.937,,,5
TwoSampleSurvival,756,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,757,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.913,,,5
TwoSampleSurvival,758,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.899,,,5
TwoSampleSurvival,759,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.884,,,5
TwoSampleSurvival,760,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.984,,,5
TwoSampleSurvival,761,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.980,,,5
TwoSampleSurvival,762,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.975,,,5
TwoSampleSurvival,763,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,764,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.963,,,5
TwoSampleSurvival,765,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.955,,,5
TwoSampleSurvival,766,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.946,,,5
TwoSampleSurvival,767,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.936,,,5
TwoSampleSurvival,768,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.925,,,5
TwoSampleSurvival,769,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.912,,,5
TwoSampleSurvival,770,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.897,,,5
TwoSampleSurvival,771,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.945,,,5
TwoSampleSurvival,772,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.936,,,5
TwoSampleSurvival,773,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,774,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.915,,,5
TwoSampleSurvival,775,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.902,,,5
TwoSampleSurvival,776,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.889,,,5
TwoSampleSurvival,777,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.874,,,5
TwoSampleSurvival,778,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.857,,,5
TwoSampleSurvival,779,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.840,,,5
TwoSampleSurvival,780,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.821,,,5
TwoSampleSurvival,781,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.801,,,5
TwoSampleSurvival,782,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.956,,,5
TwoSampleSurvival,783,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.948,,,5
TwoSampleSurvival,784,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.939,,,5
TwoSampleSurvival,785,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.929,,,5
TwoSampleSurvival,786,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.918,,,5
TwoSampleSurvival,787,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.905,,,5
TwoSampleSurvival,788,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.891,,,5
TwoSampleSurvival,789,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.876,,,5
TwoSampleSurvival,790,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.860,,,5
TwoSampleSurvival,791,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.842,,,5
TwoSampleSurvival,792,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.823,,,5
TwoSampleSurvival,793,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.964,,,5
TwoSampleSurvival,794,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.957,,,5
TwoSampleSurvival,795,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.950,,,5
TwoSampleSurvival,796,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.941,,,5
TwoSampleSurvival,797,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.931,,,5
TwoSampleSurvival,798,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.919,,,5
TwoSampleSurvival,799,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.907,,,5
TwoSampleSurvival,800,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.893,,,5
TwoSampleSurvival,801,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.878,,,5
TwoSampleSurvival,802,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.861,,,5
TwoSampleSurvival,803,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.843,,,5
TwoSampleSurvival,804,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.971,,,5
TwoSampleSurvival,805,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.965,,,5
TwoSampleSurvival,806,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.959,,,5
TwoSampleSurvival,807,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.951,,,5
TwoSampleSurvival,808,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.942,,,5
TwoSampleSurvival,809,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.932,,,5
TwoSampleSurvival,810,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.920,,,5
TwoSampleSurvival,811,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.907,,,5
TwoSampleSurvival,812,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.893,,,5
TwoSampleSurvival,813,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.878,,,5
TwoSampleSurvival,814,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.860,,,5
TwoSampleSurvival,815,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.977,,,5
TwoSampleSurvival,816,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.972,,,5
TwoSampleSurvival,817,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.966,,,5
TwoSampleSurvival,818,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.959,,,5
TwoSampleSurvival,819,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.951,,,5
TwoSampleSurvival,820,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.942,,,5
TwoSampleSurvival,821,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.932,,,5
TwoSampleSurvival,822,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.920,,,5
TwoSampleSurvival,823,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.907,,,5
TwoSampleSurvival,824,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.893,,,5
TwoSampleSurvival,825,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.876,,,5
TwoSampleSurvival,826,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.982,,,5
TwoSampleSurvival,827,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.977,,,5
TwoSampleSurvival,828,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.972,,,5
TwoSampleSurvival,829,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.966,,,5
TwoSampleSurvival,830,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.959,,,5
TwoSampleSurvival,831,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.951,,,5
TwoSampleSurvival,832,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.942,,,5
TwoSampleSurvival,833,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.931,,,5
TwoSampleSurvival,834,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.919,,,5
TwoSampleSurvival,835,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.906,,,5
TwoSampleSurvival,836,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.891,,,5
TwoSampleSurvival,837,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.985,,,5
TwoSampleSurvival,838,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.982,,,5
TwoSampleSurvival,839,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.977,,,5
TwoSampleSurvival,840,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.972,,,5
TwoSampleSurvival,841,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.966,,,5
TwoSampleSurvival,842,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.959,,,5
TwoSampleSurvival,843,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.951,,,5
TwoSampleSurvival,844,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.941,,,5
TwoSampleSurvival,845,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.930,,,5
TwoSampleSurvival,846,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.918,,,5
TwoSampleSurvival,847,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.904,,,5
TwoSampleSurvival,848,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.951,,,5
TwoSampleSurvival,849,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.942,,,5
TwoSampleSurvival,850,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.933,,,5
TwoSampleSurvival,851,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.922,,,5
TwoSampleSurvival,852,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.910,,,5
TwoSampleSurvival,853,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.897,,,5
TwoSampleSurvival,854,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.883,,,5
TwoSampleSurvival,855,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.867,,,5
TwoSampleSurvival,856,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.850,,,5
TwoSampleSurvival,857,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.832,,,5
TwoSampleSurvival,858,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.812,,,5
TwoSampleSurvival,859,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.960,,,5
TwoSampleSurvival,860,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.953,,,5
TwoSampleSurvival,861,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.944,,,5
TwoSampleSurvival,862,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.935,,,5
TwoSampleSurvival,863,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.924,,,5
TwoSampleSurvival,864,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.912,,,5
TwoSampleSurvival,865,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.899,,,5
TwoSampleSurvival,866,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.885,,,5
TwoSampleSurvival,867,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.869,,,5
TwoSampleSurvival,868,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.852,,,5
TwoSampleSurvival,869,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.833,,,5
TwoSampleSurvival,870,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.968,,,5
TwoSampleSurvival,871,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.962,,,5
TwoSampleSurvival,872,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.954,,,5
TwoSampleSurvival,873,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.946,,,5
TwoSampleSurvival,874,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.936,,,5
TwoSampleSurvival,875,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,876,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.914,,,5
TwoSampleSurvival,877,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.900,,,5
TwoSampleSurvival,878,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.886,,,5
TwoSampleSurvival,879,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.869,,,5
TwoSampleSurvival,880,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.852,,,5
TwoSampleSurvival,881,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.974,,,5
TwoSampleSurvival,882,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,883,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.962,,,5
TwoSampleSurvival,884,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.955,,,5
TwoSampleSurvival,885,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.947,,,5
TwoSampleSurvival,886,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.937,,,5
TwoSampleSurvival,887,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,888,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.914,,,5
TwoSampleSurvival,889,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.900,,,5
TwoSampleSurvival,890,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.885,,,5
TwoSampleSurvival,891,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.869,,,5
TwoSampleSurvival,892,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.979,,,5
TwoSampleSurvival,893,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.975,,,5
TwoSampleSurvival,894,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,895,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.963,,,5
TwoSampleSurvival,896,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.955,,,5
TwoSampleSurvival,897,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.947,,,5
TwoSampleSurvival,898,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.937,,,5
TwoSampleSurvival,899,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.926,,,5
TwoSampleSurvival,900,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.913,,,5
TwoSampleSurvival,901,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.899,,,5
TwoSampleSurvival,902,2,29,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.884,,,5
TwoSampleSurvival,903,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.984,,,5
TwoSampleSurvival,904,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.980,,,5
TwoSampleSurvival,905,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.975,,,5
TwoSampleSurvival,906,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,907,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.963,,,5
TwoSampleSurvival,908,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.955,,,5
TwoSampleSurvival,909,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.946,,,5
TwoSampleSurvival,910,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.936,,,5
TwoSampleSurvival,911,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.925,,,5
TwoSampleSurvival,912,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.912,,,5
TwoSampleSurvival,913,2,29,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.897,,,5
TwoSampleSurvival,914,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.987,,,5
TwoSampleSurvival,915,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.984,,,5
TwoSampleSurvival,916,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.980,,,5
TwoSampleSurvival,917,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.975,,,5
TwoSampleSurvival,918,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.969,,,5
TwoSampleSurvival,919,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.962,,,5
TwoSampleSurvival,920,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.954,,,5
TwoSampleSurvival,921,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.945,,,5
TwoSampleSurvival,922,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.935,,,5
TwoSampleSurvival,923,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.923,,,5
TwoSampleSurvival,924,2,29,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.910,,,5
TwoSampleSurvival,925,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.956,,,5
TwoSampleSurvival,926,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.948,,,5
TwoSampleSurvival,927,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.939,,,5
TwoSampleSurvival,928,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.929,,,5
TwoSampleSurvival,929,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.918,,,5
TwoSampleSurvival,930,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.905,,,5
TwoSampleSurvival,931,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.891,,,5
TwoSampleSurvival,932,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.876,,,5
TwoSampleSurvival,933,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.860,,,5
TwoSampleSurvival,934,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.842,,,5
TwoSampleSurvival,935,2,30,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.823,,,5
TwoSampleSurvival,936,2,30,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.964,,,5
