Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NominalPower,NSubInterval,LossExpHazard1,LossExpHazard2,Power,NTotal,Error,Info,hazard_rate
TwoSampleSurvival,78,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,10154,,,5.5
TwoSampleSurvival,79,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10604,,,5.5
TwoSampleSurvival,80,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,11084,,,5.5
TwoSampleSurvival,81,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11594,,,5.5
TwoSampleSurvival,82,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,12140,,,5.5
TwoSampleSurvival,83,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12722,,,5.5
TwoSampleSurvival,84,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,13346,,,5.5
TwoSampleSurvival,85,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,14014,,,5.5
TwoSampleSurvival,86,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14732,,,5.5
TwoSampleSurvival,87,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,15504,,,5.5
TwoSampleSurvival,88,2,19,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,16336,,,5.5
TwoSampleSurvival,89,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9404,,,5.5
TwoSampleSurvival,90,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9820,,,5.5
TwoSampleSurvival,91,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10264,,,5.5
TwoSampleSurvival,92,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10738,,,5.5
TwoSampleSurvival,93,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11242,,,5.5
TwoSampleSurvival,94,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11782,,,5.5
TwoSampleSurvival,95,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12360,,,5.5
TwoSampleSurvival,96,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12980,,,5.5
TwoSampleSurvival,97,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13644,,,5.5
TwoSampleSurvival,98,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14360,,,5.5
TwoSampleSurvival,99,2,19,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15130,,,5.5
TwoSampleSurvival,100,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8756,,,5.5
TwoSampleSurvival,101,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9144,,,5.5
TwoSampleSurvival,102,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9558,,,5.5
TwoSampleSurvival,103,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9998,,,5.5
TwoSampleSurvival,104,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10468,,,5.5
TwoSampleSurvival,105,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10972,,,5.5
TwoSampleSurvival,106,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11510,,,5.5
TwoSampleSurvival,107,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12086,,,5.5
TwoSampleSurvival,108,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12706,,,5.5
TwoSampleSurvival,109,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13372,,,5.5
TwoSampleSurvival,110,2,19,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14090,,,5.5
TwoSampleSurvival,111,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8192,,,5.5
TwoSampleSurvival,112,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8556,,,5.5
TwoSampleSurvival,113,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8942,,,5.5
TwoSampleSurvival,114,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9354,,,5.5
TwoSampleSurvival,115,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9794,,,5.5
TwoSampleSurvival,116,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10264,,,5.5
TwoSampleSurvival,117,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10768,,,5.5
TwoSampleSurvival,118,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11308,,,5.5
TwoSampleSurvival,119,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11888,,,5.5
TwoSampleSurvival,120,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12510,,,5.5
TwoSampleSurvival,121,2,19,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,13182,,,5.5
TwoSampleSurvival,122,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7696,,,5.5
TwoSampleSurvival,123,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8038,,,5.5
TwoSampleSurvival,124,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8400,,,5.5
TwoSampleSurvival,125,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8788,,,5.5
TwoSampleSurvival,126,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9202,,,5.5
TwoSampleSurvival,127,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9644,,,5.5
TwoSampleSurvival,128,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10116,,,5.5
TwoSampleSurvival,129,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10624,,,5.5
TwoSampleSurvival,130,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11168,,,5.5
TwoSampleSurvival,131,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11754,,,5.5
TwoSampleSurvival,132,2,19,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12384,,,5.5
TwoSampleSurvival,133,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7256,,,5.5
TwoSampleSurvival,134,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7578,,,5.5
TwoSampleSurvival,135,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7920,,,5.5
TwoSampleSurvival,136,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8286,,,5.5
TwoSampleSurvival,137,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8676,,,5.5
TwoSampleSurvival,138,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9092,,,5.5
TwoSampleSurvival,139,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9538,,,5.5
TwoSampleSurvival,140,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10016,,,5.5
TwoSampleSurvival,141,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10530,,,5.5
TwoSampleSurvival,142,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11082,,,5.5
TwoSampleSurvival,143,2,19,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11678,,,5.5
TwoSampleSurvival,144,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6864,,,5.5
TwoSampleSurvival,145,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7168,,,5.5
TwoSampleSurvival,146,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7492,,,5.5
TwoSampleSurvival,147,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7838,,,5.5
TwoSampleSurvival,148,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8206,,,5.5
TwoSampleSurvival,149,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8600,,,5.5
TwoSampleSurvival,150,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9022,,,5.5
TwoSampleSurvival,151,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9476,,,5.5
TwoSampleSurvival,152,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9960,,,5.5
TwoSampleSurvival,153,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10484,,,5.5
TwoSampleSurvival,154,2,19,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11046,,,5.5
TwoSampleSurvival,155,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9764,,,5.5
TwoSampleSurvival,156,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,10196,,,5.5
TwoSampleSurvival,157,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10658,,,5.5
TwoSampleSurvival,158,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,11148,,,5.5
TwoSampleSurvival,159,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11672,,,5.5
TwoSampleSurvival,160,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,12234,,,5.5
TwoSampleSurvival,161,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12834,,,5.5
TwoSampleSurvival,162,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,13476,,,5.5
TwoSampleSurvival,163,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,14166,,,5.5
TwoSampleSurvival,164,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14910,,,5.5
TwoSampleSurvival,165,2,20,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15710,,,5.5
TwoSampleSurvival,166,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9068,,,5.5
TwoSampleSurvival,167,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9470,,,5.5
TwoSampleSurvival,168,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9898,,,5.5
TwoSampleSurvival,169,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10354,,,5.5
TwoSampleSurvival,170,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10842,,,5.5
TwoSampleSurvival,171,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11362,,,5.5
TwoSampleSurvival,172,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11918,,,5.5
TwoSampleSurvival,173,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12516,,,5.5
TwoSampleSurvival,174,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13158,,,5.5
TwoSampleSurvival,175,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13848,,,5.5
TwoSampleSurvival,176,2,20,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14590,,,5.5
TwoSampleSurvival,177,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8464,,,5.5
TwoSampleSurvival,178,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8840,,,5.5
TwoSampleSurvival,179,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9240,,,5.5
TwoSampleSurvival,180,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9666,,,5.5
TwoSampleSurvival,181,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10120,,,5.5
TwoSampleSurvival,182,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10606,,,5.5
TwoSampleSurvival,183,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11126,,,5.5
TwoSampleSurvival,184,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,11684,,,5.5
TwoSampleSurvival,185,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12282,,,5.5
TwoSampleSurvival,186,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12926,,,5.5
TwoSampleSurvival,187,2,20,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,13620,,,5.5
TwoSampleSurvival,188,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7936,,,5.5
TwoSampleSurvival,189,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8288,,,5.5
TwoSampleSurvival,190,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8662,,,5.5
TwoSampleSurvival,191,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9062,,,5.5
TwoSampleSurvival,192,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9488,,,5.5
TwoSampleSurvival,193,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9944,,,5.5
TwoSampleSurvival,194,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10432,,,5.5
TwoSampleSurvival,195,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10954,,,5.5
TwoSampleSurvival,196,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11516,,,5.5
TwoSampleSurvival,197,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12120,,,5.5
TwoSampleSurvival,198,2,20,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12770,,,5.5
TwoSampleSurvival,199,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7468,,,5.5
TwoSampleSurvival,200,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7800,,,5.5
TwoSampleSurvival,201,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8152,,,5.5
TwoSampleSurvival,202,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8528,,,5.5
TwoSampleSurvival,203,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8930,,,5.5
TwoSampleSurvival,204,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9360,,,5.5
TwoSampleSurvival,205,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9818,,,5.5
TwoSampleSurvival,206,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10310,,,5.5
TwoSampleSurvival,207,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10840,,,5.5
TwoSampleSurvival,208,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11408,,,5.5
TwoSampleSurvival,209,2,20,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12020,,,5.5
TwoSampleSurvival,210,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7054,,,5.5
TwoSampleSurvival,211,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7366,,,5.5
TwoSampleSurvival,212,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7700,,,5.5
TwoSampleSurvival,213,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8054,,,5.5
TwoSampleSurvival,214,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8434,,,5.5
TwoSampleSurvival,215,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8840,,,5.5
TwoSampleSurvival,216,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9272,,,5.5
TwoSampleSurvival,217,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9738,,,5.5
TwoSampleSurvival,218,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10238,,,5.5
TwoSampleSurvival,219,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10774,,,5.5
TwoSampleSurvival,220,2,20,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11352,,,5.5
TwoSampleSurvival,221,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6682,,,5.5
TwoSampleSurvival,222,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6978,,,5.5
TwoSampleSurvival,223,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7294,,,5.5
TwoSampleSurvival,224,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7630,,,5.5
TwoSampleSurvival,225,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7990,,,5.5
TwoSampleSurvival,226,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8374,,,5.5
TwoSampleSurvival,227,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8784,,,5.5
TwoSampleSurvival,228,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9226,,,5.5
TwoSampleSurvival,229,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9698,,,5.5
TwoSampleSurvival,230,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10206,,,5.5
TwoSampleSurvival,231,2,20,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,10756,,,5.5
TwoSampleSurvival,232,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,9402,,,5.5
TwoSampleSurvival,233,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9820,,,5.5
TwoSampleSurvival,234,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,10262,,,5.5
TwoSampleSurvival,235,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,10736,,,5.5
TwoSampleSurvival,236,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,11240,,,5.5
TwoSampleSurvival,237,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,11780,,,5.5
TwoSampleSurvival,238,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,12358,,,5.5
TwoSampleSurvival,239,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12978,,,5.5
TwoSampleSurvival,240,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,13642,,,5.5
TwoSampleSurvival,241,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,14358,,,5.5
TwoSampleSurvival,242,2,21,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,15128,,,5.5
TwoSampleSurvival,243,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8756,,,5.5
TwoSampleSurvival,244,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,9144,,,5.5
TwoSampleSurvival,245,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,9556,,,5.5
TwoSampleSurvival,246,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9998,,,5.5
TwoSampleSurvival,247,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,10468,,,5.5
TwoSampleSurvival,248,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,10970,,,5.5
TwoSampleSurvival,249,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,11508,,,5.5
TwoSampleSurvival,250,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,12084,,,5.5
TwoSampleSurvival,251,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,12704,,,5.5
TwoSampleSurvival,252,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,13370,,,5.5
TwoSampleSurvival,253,2,21,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,14088,,,5.5
TwoSampleSurvival,254,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,8190,,,5.5
TwoSampleSurvival,255,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8554,,,5.5
TwoSampleSurvival,256,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8940,,,5.5
TwoSampleSurvival,257,2,21,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9354,,,5.5
